,Unnamed: 0,result_timestamp,lamax,laeq,lceq,lcpeak,night_scale,night_hour,Date,Event_name,Address,Lat,Long,Time,Duration,Event_type,Weight_Event_Type,Organizer,Respondents,Dist_maxim,DATEUTC,LC_HUMIDITY,LC_DWPTEMP,LC_WINDSPEED,weekday,Holiday,downseason,night_hour_sq,night_hour_cu,Weight_respondent
0,0,2022-02-28 19:00:00,55.848333333333336,53.9335,62.46495833333333,74.597625,2022-02-28 11:00:00,0.0,28-02-2022,Carnaval party,"Tiensestraat 53, Leuven",50.87734785000001,4.704891955112226,20:00:00,9,Party_Student,3.0,HDR,69.0,0.4636850730359103,2022-02-28 19:00:00,75.07608695652173,0.2675,0.0229347826086956,Monday,0,0,0.0,0.0,2
1,1,2022-02-28 19:20:00,56.367583333333336,54.1855,62.90249166666667,75.14263333333334,2022-02-28 11:20:00,0.3333333333333339,28-02-2022,Carnaval party,"Tiensestraat 53, Leuven",50.87734785000001,4.704891955112226,20:00:00,9,Party_Student,3.0,HDR,69.0,0.4636850730359103,2022-02-28 19:20:00,75.8586956521739,0.1509239130434782,0.0177717391304347,Monday,0,0,0.11111111111111151,0.037037037037037236,2
2,2,2022-02-28 19:40:00,56.54166666666666,54.67591666666667,63.7957,75.77931666666666,2022-02-28 11:40:00,0.6666666666666661,28-02-2022,Carnaval party,"Tiensestraat 53, Leuven",50.87734785000001,4.704891955112226,20:00:00,9,Party_Student,3.0,HDR,69.0,0.4636850730359103,2022-02-28 19:40:00,77.0,0.1679234972677595,0.004207650273224,Monday,0,0,0.44444444444444364,0.2962962962962955,2
3,3,2022-02-28 20:00:00,56.38725,54.55508333333333,63.65656666666667,75.58139166666666,2022-02-28 12:00:00,1.0,28-02-2022,Carnaval party,"Tiensestraat 53, Leuven",50.87734785000001,4.704891955112226,20:00:00,9,Party_Student,3.0,HDR,69.0,0.4636850730359103,2022-02-28 20:00:00,78.31318681318682,0.0992857142857142,0.0053846153846153,Monday,0,0,1.0,1.0,2
4,4,2022-02-28 20:20:00,57.79058333333333,55.81891666666667,64.609325,76.58911666666667,2022-02-28 12:20:00,1.333333333333334,28-02-2022,Carnaval party,"Tiensestraat 53, Leuven",50.87734785000001,4.704891955112226,20:00:00,9,Party_Student,3.0,HDR,69.0,0.4636850730359103,2022-02-28 20:20:00,79.2967032967033,-0.0274725274725274,0.0013186813186813,Monday,0,0,1.7777777777777795,2.3703703703703733,2
5,5,2022-02-28 20:40:00,55.48883333333334,53.41333333333333,62.15420833333334,74.35094166666667,2022-02-28 12:40:00,1.666666666666666,28-02-2022,Carnaval party,"Tiensestraat 53, Leuven",50.87734785000001,4.704891955112226,20:00:00,9,Party_Student,3.0,HDR,69.0,0.4636850730359103,2022-02-28 20:40:00,80.12707182320442,-0.2757458563535911,0.0004972375690607,Monday,0,0,2.777777777777776,4.629629629629624,2
6,6,2022-02-28 21:00:00,56.69791666666666,54.589000000000006,63.02883333333334,75.14750833333333,2022-02-28 13:00:00,2.0,28-02-2022,Carnaval party,"Tiensestraat 53, Leuven",50.87734785000001,4.704891955112226,20:00:00,9,Party_Student,3.0,HDR,69.0,0.4636850730359103,2022-02-28 21:00:00,81.15934065934066,-0.4862637362637362,0.0001648351648351,Monday,0,0,4.0,8.0,2
7,7,2022-02-28 21:20:00,58.93375,56.9115,65.597325,77.54835,2022-02-28 13:20:00,2.333333333333334,28-02-2022,Carnaval party,"Tiensestraat 53, Leuven",50.87734785000001,4.704891955112226,20:00:00,9,Party_Student,3.0,HDR,69.0,0.4636850730359103,2022-02-28 21:20:00,82.57692307692308,-0.6880219780219781,5.494505494505495e-05,Monday,0,0,5.444444444444447,12.703703703703713,2
8,8,2022-02-28 21:40:00,58.46025,56.74016666666667,65.52104166666666,77.10780833333332,2022-02-28 13:40:00,2.666666666666666,28-02-2022,Carnaval party,"Tiensestraat 53, Leuven",50.87734785000001,4.704891955112226,20:00:00,9,Party_Student,3.0,HDR,69.0,0.4636850730359103,2022-02-28 21:40:00,83.93956043956044,-0.9025274725274725,0.0001648351648351,Monday,0,0,7.111111111111108,18.96296296296295,2
9,9,2022-02-28 22:00:00,59.29233333333334,56.944833333333335,64.54830833333334,76.75595,2022-02-28 14:00:00,3.0,28-02-2022,Carnaval party,"Tiensestraat 53, Leuven",50.87734785000001,4.704891955112226,20:00:00,9,Party_Student,3.0,HDR,69.0,0.4636850730359103,2022-02-28 22:00:00,85.03867403314918,-1.0954696132596684,0.0017127071823204,Monday,0,0,9.0,27.0,2
10,10,2022-02-28 22:20:00,58.148,56.117,62.383275,74.93900000000001,2022-02-28 14:20:00,3.333333333333334,28-02-2022,Carnaval party,"Tiensestraat 53, Leuven",50.87734785000001,4.704891955112226,20:00:00,9,Party_Student,3.0,HDR,69.0,0.4636850730359103,2022-02-28 22:20:00,85.58011049723757,-1.2459116022099448,0.0062983425414364,Monday,0,0,11.111111111111114,37.03703703703706,2
11,11,2022-02-28 22:40:00,59.38758333333334,57.191750000000006,64.43745833333332,76.9391,2022-02-28 14:40:00,3.666666666666666,28-02-2022,Carnaval party,"Tiensestraat 53, Leuven",50.87734785000001,4.704891955112226,20:00:00,9,Party_Student,3.0,HDR,69.0,0.4636850730359103,2022-02-28 22:40:00,84.28729281767956,-1.4812707182320444,0.0201657458563535,Monday,0,0,13.44444444444444,49.29629629629627,2
12,12,2022-02-28 23:00:00,56.979,54.89574999999999,61.92628333333333,74.71208333333334,2022-02-28 15:00:00,4.0,28-02-2022,Carnaval party,"Tiensestraat 53, Leuven",50.87734785000001,4.704891955112226,20:00:00,9,Party_Student,3.0,HDR,69.0,0.4636850730359103,2022-02-28 23:00:00,83.10227272727273,-1.6585795454545456,0.014090909090909,Monday,0,0,16.0,64.0,2
13,13,2022-02-28 23:20:00,59.40541666666667,57.186083333333336,65.06765,77.37141666666666,2022-02-28 15:20:00,4.333333333333334,28-02-2022,Carnaval party,"Tiensestraat 53, Leuven",50.87734785000001,4.704891955112226,20:00:00,9,Party_Student,3.0,HDR,69.0,0.4636850730359103,2022-02-28 23:20:00,82.32758620689656,-1.789942528735632,0.0147126436781609,Monday,0,0,18.777777777777782,81.37037037037041,2
14,14,2022-02-28 23:40:00,61.565554628857385,59.247039199332775,65.4548373644704,78.04869891576314,2022-02-28 15:40:00,4.666666666666666,28-02-2022,Carnaval party,"Tiensestraat 53, Leuven",50.87734785000001,4.704891955112226,20:00:00,9,Party_Student,3.0,HDR,69.0,0.4636850730359103,2022-02-28 23:40:00,81.18181818181819,-1.9320454545454544,0.021590909090909,Monday,0,0,21.77777777777777,101.62962962962959,2
15,15,2022-03-01 00:00:00,63.00333333333333,60.34933333333333,65.87909166666667,78.62956666666666,2022-02-28 16:00:00,5.0,28-02-2022,Carnaval party,"Tiensestraat 53, Leuven",50.87734785000001,4.704891955112226,20:00:00,9,Party_Student,3.0,HDR,69.0,0.4636850730359103,2022-03-01 00:00:00,81.23756906077348,-1.829171270718232,0.0235911602209944,Monday,0,0,25.0,125.0,2
16,16,2022-03-01 00:20:00,63.871,61.42341666666667,66.38949166666667,79.07516666666666,2022-02-28 16:20:00,5.333333333333332,28-02-2022,Carnaval party,"Tiensestraat 53, Leuven",50.87734785000001,4.704891955112226,20:00:00,9,Party_Student,3.0,HDR,69.0,0.4636850730359103,2022-03-01 00:20:00,82.27222222222223,-1.7638888888888888,0.0185,Monday,0,0,28.444444444444432,151.7037037037036,2
17,17,2022-03-01 00:40:00,63.1255,60.674416666666666,66.38629999999999,78.92465,2022-02-28 16:40:00,5.666666666666668,28-02-2022,Carnaval party,"Tiensestraat 53, Leuven",50.87734785000001,4.704891955112226,20:00:00,9,Party_Student,3.0,HDR,69.0,0.4636850730359103,2022-03-01 00:40:00,82.33701657458563,-1.9269613259668508,0.0125414364640883,Monday,0,0,32.11111111111112,181.96296296296308,2
18,18,2022-03-01 01:00:00,68.01483333333334,65.45383333333334,68.80404166666668,81.88329166666666,2022-02-28 17:00:00,6.0,28-02-2022,Carnaval party,"Tiensestraat 53, Leuven",50.87734785000001,4.704891955112226,20:00:00,9,Party_Student,3.0,HDR,69.0,0.4636850730359103,2022-03-01 01:00:00,81.94972067039106,-1.9960893854748605,0.0243016759776536,Monday,0,0,36.0,216.0,2
19,19,2022-03-01 01:20:00,66.19758333333334,63.47575,67.83149166666666,80.67269166666667,2022-02-28 17:20:00,6.333333333333332,28-02-2022,Carnaval party,"Tiensestraat 53, Leuven",50.87734785000001,4.704891955112226,20:00:00,9,Party_Student,3.0,HDR,69.0,0.4636850730359103,2022-03-01 01:20:00,81.93258426966293,-1.890224719101124,0.0044943820224719,Monday,0,0,40.11111111111109,254.0370370370369,2
20,20,2022-03-01 01:40:00,66.58158333333333,64.00975,68.487425,81.2601,2022-02-28 17:40:00,6.666666666666668,28-02-2022,Carnaval party,"Tiensestraat 53, Leuven",50.87734785000001,4.704891955112226,20:00:00,9,Party_Student,3.0,HDR,69.0,0.4636850730359103,2022-03-01 01:40:00,81.92777777777778,-1.893555555555556,0.0117222222222222,Monday,0,0,44.44444444444446,296.2962962962965,2
21,21,2022-03-01 02:00:00,65.97416666666666,63.42975,67.61954166666666,80.43786666666666,2022-02-28 18:00:00,7.0,28-02-2022,Carnaval party,"Tiensestraat 53, Leuven",50.87734785000001,4.704891955112226,20:00:00,9,Party_Student,3.0,HDR,69.0,0.4636850730359103,2022-03-01 02:00:00,81.2032967032967,-1.8865384615384613,0.0181868131868131,Monday,0,0,49.0,343.0,2
22,22,2022-03-01 02:20:00,66.33841666666667,63.78541666666667,67.81351666666667,80.59493333333333,2022-02-28 18:20:00,7.333333333333332,28-02-2022,Carnaval party,"Tiensestraat 53, Leuven",50.87734785000001,4.704891955112226,20:00:00,9,Party_Student,3.0,HDR,69.0,0.4636850730359103,2022-03-01 02:20:00,81.42777777777778,-1.7811666666666668,0.0102777777777777,Monday,0,0,53.77777777777776,394.37037037037015,2
23,23,2022-03-01 02:40:00,64.1845,61.39383333333334,66.93766666666666,79.58061666666667,2022-02-28 18:40:00,7.666666666666668,28-02-2022,Carnaval party,"Tiensestraat 53, Leuven",50.87734785000001,4.704891955112226,20:00:00,9,Party_Student,3.0,HDR,69.0,0.4636850730359103,2022-03-01 02:40:00,81.48618784530387,-1.8241988950276244,0.0077900552486187,Monday,0,0,58.77777777777779,450.62962962962985,2
24,24,2022-03-01 03:00:00,65.26775,62.56775,66.908325,79.76860833333333,2022-02-28 19:00:00,8.0,28-02-2022,Carnaval party,"Tiensestraat 53, Leuven",50.87734785000001,4.704891955112226,20:00:00,9,Party_Student,3.0,HDR,69.0,0.4636850730359103,2022-03-01 03:00:00,82.3646408839779,-1.7854696132596686,0.003646408839779,Monday,0,0,64.0,512.0,2
25,25,2022-03-01 03:20:00,65.34125,62.7725,67.40868333333333,80.084275,2022-02-28 19:20:00,8.333333333333332,28-02-2022,Carnaval party,"Tiensestraat 53, Leuven",50.87734785000001,4.704891955112226,20:00:00,9,Party_Student,3.0,HDR,69.0,0.4636850730359103,2022-03-01 03:20:00,82.73770491803279,-1.8862841530054644,0.0036612021857923,Monday,0,0,69.44444444444443,578.7037037037035,2
26,26,2022-03-01 03:40:00,65.80958333333334,62.96541666666667,67.56621666666668,80.573925,2022-02-28 19:40:00,8.666666666666668,28-02-2022,Carnaval party,"Tiensestraat 53, Leuven",50.87734785000001,4.704891955112226,20:00:00,9,Party_Student,3.0,HDR,69.0,0.4636850730359103,2022-03-01 03:40:00,83.39010989010988,-1.881043956043956,0.0009890109890109,Monday,0,0,75.11111111111113,650.9629629629633,2
27,27,2022-03-01 04:00:00,63.04449999999999,60.24775,64.83163333333334,77.75703333333334,2022-02-28 20:00:00,9.0,28-02-2022,Carnaval party,"Tiensestraat 53, Leuven",50.87734785000001,4.704891955112226,20:00:00,9,Party_Student,3.0,HDR,69.0,0.4636850730359103,2022-03-01 04:00:00,83.51933701657458,-1.8526519337016567,0.0004419889502762,Monday,0,0,81.0,729.0,2
28,28,2022-03-01 04:20:00,60.739250000000006,57.614083333333326,61.36345833333333,75.59654166666667,2022-02-28 20:20:00,9.333333333333332,28-02-2022,Carnaval party,"Tiensestraat 53, Leuven",50.87734785000001,4.704891955112226,20:00:00,9,Party_Student,3.0,HDR,69.0,0.4636850730359103,2022-03-01 04:20:00,83.64835164835165,-1.7125824175824176,5.494505494505495e-05,Monday,0,0,87.11111111111109,813.0370370370367,2
29,29,2022-03-01 04:40:00,49.44566666666667,45.79,53.68886666666667,70.07784166666667,2022-02-28 20:40:00,9.666666666666668,28-02-2022,Carnaval party,"Tiensestraat 53, Leuven",50.87734785000001,4.704891955112226,20:00:00,9,Party_Student,3.0,HDR,69.0,0.4636850730359103,2022-03-01 04:40:00,82.81868131868131,-1.705989010989011,0.0066483516483516,Monday,0,0,93.44444444444447,903.2962962962966,2
30,30,2022-03-01 05:00:00,51.58258333333333,47.835166666666666,54.9341,71.12746666666668,2022-02-28 21:00:00,10.0,28-02-2022,Carnaval party,"Tiensestraat 53, Leuven",50.87734785000001,4.704891955112226,20:00:00,9,Party_Student,3.0,HDR,69.0,0.4636850730359103,2022-03-01 05:00:00,81.42541436464089,-1.7703867403314917,0.0214364640883977,Monday,0,0,100.0,1000.0,2
31,31,2022-03-01 05:20:00,46.29083333333333,42.73716666666667,53.8143,69.72121666666668,2022-02-28 21:20:00,10.333333333333332,28-02-2022,Carnaval party,"Tiensestraat 53, Leuven",50.87734785000001,4.704891955112226,20:00:00,9,Party_Student,3.0,HDR,69.0,0.4636850730359103,2022-03-01 05:20:00,80.37912087912088,-1.782912087912088,0.0153846153846153,Monday,0,0,106.77777777777776,1103.37037037037,2
32,32,2022-03-01 05:40:00,48.90741666666667,45.442083333333336,54.806625,70.60544166666666,2022-02-28 21:40:00,10.666666666666668,28-02-2022,Carnaval party,"Tiensestraat 53, Leuven",50.87734785000001,4.704891955112226,20:00:00,9,Party_Student,3.0,HDR,69.0,0.4636850730359103,2022-03-01 05:40:00,80.02173913043478,-1.78125,0.0032608695652173,Monday,0,0,113.7777777777778,1213.62962962963,2
33,33,2022-03-01 06:00:00,50.31808333333333,47.18091666666667,57.602175,72.159725,2022-02-28 22:00:00,11.0,28-02-2022,Carnaval party,"Tiensestraat 53, Leuven",50.87734785000001,4.704891955112226,20:00:00,9,Party_Student,3.0,HDR,69.0,0.4636850730359103,2022-03-01 06:00:00,80.09239130434783,-1.7575,0.0028804347826086,Monday,0,0,121.0,1331.0,2
34,34,2022-03-01 06:20:00,49.712916666666665,46.49283333333334,58.494508333333336,72.350375,2022-02-28 22:20:00,11.333333333333332,28-02-2022,Carnaval party,"Tiensestraat 53, Leuven",50.87734785000001,4.704891955112226,20:00:00,9,Party_Student,3.0,HDR,69.0,0.4636850730359103,2022-03-01 06:20:00,80.53804347826087,-1.7125,0.002391304347826,Monday,0,0,128.44444444444443,1455.7037037037032,2
35,35,2022-03-01 06:40:00,52.1585,49.06816666666667,60.76238333333333,74.02020833333333,2022-02-28 22:40:00,11.666666666666668,28-02-2022,Carnaval party,"Tiensestraat 53, Leuven",50.87734785000001,4.704891955112226,20:00:00,9,Party_Student,3.0,HDR,69.0,0.4636850730359103,2022-03-01 06:40:00,81.16304347826087,-1.7108152173913045,0.0025543478260869,Monday,0,0,136.11111111111114,1587.9629629629635,2
36,36,2022-03-01 07:00:00,51.49216666666666,48.89041666666667,62.655925,74.63895000000001,2022-02-28 23:00:00,12.0,28-02-2022,Carnaval party,"Tiensestraat 53, Leuven",50.87734785000001,4.704891955112226,20:00:00,9,Party_Student,3.0,HDR,69.0,0.4636850730359103,2022-03-01 07:00:00,81.16483516483517,-1.7695054945054949,0.0052747252747252,Monday,0,0,144.0,1728.0,2
37,37,2022-03-01 07:20:00,53.79883333333333,51.16266666666667,62.08323333333334,74.764075,2022-02-28 23:20:00,12.333333333333332,28-02-2022,Carnaval party,"Tiensestraat 53, Leuven",50.87734785000001,4.704891955112226,20:00:00,9,Party_Student,3.0,HDR,69.0,0.4636850730359103,2022-03-01 07:20:00,80.59444444444445,-1.6276666666666668,0.0174999999999999,Monday,0,0,152.1111111111111,1876.0370370370365,2
38,38,2022-03-01 07:40:00,57.04316666666667,55.00116666666666,65.76711666666667,77.79235,2022-02-28 23:40:00,12.666666666666668,28-02-2022,Carnaval party,"Tiensestraat 53, Leuven",50.87734785000001,4.704891955112226,20:00:00,9,Party_Student,3.0,HDR,69.0,0.4636850730359103,2022-03-01 07:40:00,78.42857142857143,-1.504120879120879,0.0596153846153846,Monday,0,0,160.44444444444449,2032.2962962962968,2
39,39,2022-03-01 19:00:00,57.25741666666666,55.39633333333334,63.902008333333335,76.04396666666666,2022-03-01 11:00:00,0.0,01-03-2022,D&B by HDR musicmarch,"Tiensestraat 53, Leuven",50.87734785000001,4.704891955112226,20:00:00,9,Party_Student,3.0,HDR,51.0,0.4636850730359103,2022-03-01 19:00:00,69.91578947368421,2.1203684210526315,0.0054736842105263,Tuesday,0,0,0.0,0.0,2
40,40,2022-03-01 19:20:00,56.81608333333334,54.85458333333333,63.70805,75.84765833333334,2022-03-01 11:20:00,0.3333333333333339,01-03-2022,D&B by HDR musicmarch,"Tiensestraat 53, Leuven",50.87734785000001,4.704891955112226,20:00:00,9,Party_Student,3.0,HDR,51.0,0.4636850730359103,2022-03-01 19:20:00,71.04712041884817,2.1740314136125654,0.0021465968586387,Tuesday,0,0,0.11111111111111151,0.037037037037037236,2
41,41,2022-03-01 19:40:00,57.32633333333334,55.30433333333333,64.24151666666667,76.325325,2022-03-01 11:40:00,0.6666666666666661,01-03-2022,D&B by HDR musicmarch,"Tiensestraat 53, Leuven",50.87734785000001,4.704891955112226,20:00:00,9,Party_Student,3.0,HDR,51.0,0.4636850730359103,2022-03-01 19:40:00,72.4021164021164,2.1474603174603173,0.0004761904761904,Tuesday,0,0,0.44444444444444364,0.2962962962962955,2
42,42,2022-03-01 20:00:00,59.07275,57.00033333333333,67.0248,79.13761666666666,2022-03-01 12:00:00,1.0,01-03-2022,D&B by HDR musicmarch,"Tiensestraat 53, Leuven",50.87734785000001,4.704891955112226,20:00:00,9,Party_Student,3.0,HDR,51.0,0.4636850730359103,2022-03-01 20:00:00,73.5,2.086914893617021,0.0,Tuesday,0,0,1.0,1.0,2
43,43,2022-03-01 20:20:00,57.79708333333333,55.85775,65.57798333333334,77.35489166666666,2022-03-01 12:20:00,1.333333333333334,01-03-2022,D&B by HDR musicmarch,"Tiensestraat 53, Leuven",50.87734785000001,4.704891955112226,20:00:00,9,Party_Student,3.0,HDR,51.0,0.4636850730359103,2022-03-01 20:20:00,74.80645161290323,2.082043010752688,0.0,Tuesday,0,0,1.7777777777777795,2.3703703703703733,2
44,44,2022-03-01 20:40:00,56.01941666666667,53.80891666666666,62.1642,74.44684166666667,2022-03-01 12:40:00,1.666666666666666,01-03-2022,D&B by HDR musicmarch,"Tiensestraat 53, Leuven",50.87734785000001,4.704891955112226,20:00:00,9,Party_Student,3.0,HDR,51.0,0.4636850730359103,2022-03-01 20:40:00,75.67204301075269,1.9976881720430104,0.0001612903225806,Tuesday,0,0,2.777777777777776,4.629629629629624,2
45,45,2022-03-01 21:00:00,57.1815,55.09616666666666,64.741075,76.65520000000001,2022-03-01 13:00:00,2.0,01-03-2022,D&B by HDR musicmarch,"Tiensestraat 53, Leuven",50.87734785000001,4.704891955112226,20:00:00,9,Party_Student,3.0,HDR,51.0,0.4636850730359103,2022-03-01 21:00:00,75.97849462365592,1.8893010752688173,5.3763440860215054e-05,Tuesday,0,0,4.0,8.0,2
46,46,2022-03-01 21:20:00,57.96191666666667,56.36525,67.47175833333334,78.29735000000001,2022-03-01 13:20:00,2.333333333333334,01-03-2022,D&B by HDR musicmarch,"Tiensestraat 53, Leuven",50.87734785000001,4.704891955112226,20:00:00,9,Party_Student,3.0,HDR,51.0,0.4636850730359103,2022-03-01 21:20:00,75.8663101604278,1.861657754010695,0.0018181818181818,Tuesday,0,0,5.444444444444447,12.703703703703713,2
47,47,2022-03-01 21:40:00,55.77491666666666,53.82108333333333,62.98218333333333,74.8935,2022-03-01 13:40:00,2.666666666666666,01-03-2022,D&B by HDR musicmarch,"Tiensestraat 53, Leuven",50.87734785000001,4.704891955112226,20:00:00,9,Party_Student,3.0,HDR,51.0,0.4636850730359103,2022-03-01 21:40:00,75.1336898395722,1.8183957219251337,0.000427807486631,Tuesday,0,0,7.111111111111108,18.96296296296295,2
48,48,2022-03-01 22:00:00,60.724083333333326,58.62800000000001,66.01441666666666,77.99268333333333,2022-03-01 14:00:00,3.0,01-03-2022,D&B by HDR musicmarch,"Tiensestraat 53, Leuven",50.87734785000001,4.704891955112226,20:00:00,9,Party_Student,3.0,HDR,51.0,0.4636850730359103,2022-03-01 22:00:00,74.87830687830687,1.8146560846560844,0.0044444444444444,Tuesday,0,0,9.0,27.0,2
49,49,2022-03-01 22:20:00,59.41591666666668,56.93091666666667,62.6099,75.42748333333333,2022-03-01 14:20:00,3.333333333333334,01-03-2022,D&B by HDR musicmarch,"Tiensestraat 53, Leuven",50.87734785000001,4.704891955112226,20:00:00,9,Party_Student,3.0,HDR,51.0,0.4636850730359103,2022-03-01 22:20:00,75.03684210526316,1.7627894736842105,0.0078947368421052,Tuesday,0,0,11.111111111111114,37.03703703703706,2
50,50,2022-03-01 22:40:00,58.43266666666666,55.8415,61.21813333333333,74.28737500000001,2022-03-01 14:40:00,3.666666666666666,01-03-2022,D&B by HDR musicmarch,"Tiensestraat 53, Leuven",50.87734785000001,4.704891955112226,20:00:00,9,Party_Student,3.0,HDR,51.0,0.4636850730359103,2022-03-01 22:40:00,75.48421052631579,1.7012105263157895,0.005,Tuesday,0,0,13.44444444444444,49.29629629629627,2
51,51,2022-03-01 23:00:00,57.224,54.97616666666666,63.4385,75.60178333333333,2022-03-01 15:00:00,4.0,01-03-2022,D&B by HDR musicmarch,"Tiensestraat 53, Leuven",50.87734785000001,4.704891955112226,20:00:00,9,Party_Student,3.0,HDR,51.0,0.4636850730359103,2022-03-01 23:00:00,75.92105263157895,1.6737894736842105,0.0094736842105263,Tuesday,0,0,16.0,64.0,2
52,52,2022-03-01 23:20:00,57.8135,55.4305,62.540525,75.0591,2022-03-01 15:20:00,4.333333333333334,01-03-2022,D&B by HDR musicmarch,"Tiensestraat 53, Leuven",50.87734785000001,4.704891955112226,20:00:00,9,Party_Student,3.0,HDR,51.0,0.4636850730359103,2022-03-01 23:20:00,76.28042328042328,1.6361904761904762,0.0102116402116402,Tuesday,0,0,18.777777777777782,81.37037037037041,2
53,53,2022-03-01 23:40:00,60.58266666666666,58.2375,63.68110000000001,76.44139999999999,2022-03-01 15:40:00,4.666666666666666,01-03-2022,D&B by HDR musicmarch,"Tiensestraat 53, Leuven",50.87734785000001,4.704891955112226,20:00:00,9,Party_Student,3.0,HDR,51.0,0.4636850730359103,2022-03-01 23:40:00,77.04736842105264,1.6429473684210527,0.005,Tuesday,0,0,21.77777777777777,101.62962962962959,2
54,54,2022-03-02 00:00:00,62.367333333333335,59.73225,64.25854166666667,77.23539166666667,2022-03-01 16:00:00,5.0,01-03-2022,D&B by HDR musicmarch,"Tiensestraat 53, Leuven",50.87734785000001,4.704891955112226,20:00:00,9,Party_Student,3.0,HDR,51.0,0.4636850730359103,2022-03-02 00:00:00,77.75263157894737,1.5552105263157896,0.0046315789473684,Tuesday,0,0,25.0,125.0,2
55,55,2022-03-02 00:20:00,64.05583333333334,61.47625,66.11194166666667,78.88526666666667,2022-03-01 16:20:00,5.333333333333332,01-03-2022,D&B by HDR musicmarch,"Tiensestraat 53, Leuven",50.87734785000001,4.704891955112226,20:00:00,9,Party_Student,3.0,HDR,51.0,0.4636850730359103,2022-03-02 00:20:00,78.28421052631579,1.4805263157894737,0.0110526315789473,Tuesday,0,0,28.444444444444432,151.7037037037036,2
56,56,2022-03-02 00:40:00,64.04066666666667,61.57033333333333,66.75024166666667,79.29065833333333,2022-03-01 16:40:00,5.666666666666668,01-03-2022,D&B by HDR musicmarch,"Tiensestraat 53, Leuven",50.87734785000001,4.704891955112226,20:00:00,9,Party_Student,3.0,HDR,51.0,0.4636850730359103,2022-03-02 00:40:00,78.78421052631579,1.499,0.0058421052631578,Tuesday,0,0,32.11111111111112,181.96296296296308,2
57,57,2022-03-02 01:00:00,64.88891666666666,62.37316666666667,67.14939166666667,79.78558333333334,2022-03-01 17:00:00,6.0,01-03-2022,D&B by HDR musicmarch,"Tiensestraat 53, Leuven",50.87734785000001,4.704891955112226,20:00:00,9,Party_Student,3.0,HDR,51.0,0.4636850730359103,2022-03-02 01:00:00,79.55026455026454,1.538042328042328,0.0053968253968253,Tuesday,0,0,36.0,216.0,2
58,58,2022-03-02 01:20:00,66.60891666666666,64.06575,67.933475,80.84820833333333,2022-03-01 17:20:00,6.333333333333332,01-03-2022,D&B by HDR musicmarch,"Tiensestraat 53, Leuven",50.87734785000001,4.704891955112226,20:00:00,9,Party_Student,3.0,HDR,51.0,0.4636850730359103,2022-03-02 01:20:00,80.19047619047619,1.5354497354497354,0.0002645502645502,Tuesday,0,0,40.11111111111109,254.0370370370369,2
59,59,2022-03-02 01:40:00,67.05058333333334,64.38675,68.28439166666666,81.30658333333332,2022-03-01 17:40:00,6.666666666666668,01-03-2022,D&B by HDR musicmarch,"Tiensestraat 53, Leuven",50.87734785000001,4.704891955112226,20:00:00,9,Party_Student,3.0,HDR,51.0,0.4636850730359103,2022-03-02 01:40:00,80.65263157894736,1.5667368421052632,5.263157894736842e-05,Tuesday,0,0,44.44444444444446,296.2962962962965,2
60,60,2022-03-02 02:00:00,67.46849999999999,64.82041666666667,68.43012499999999,81.53542499999999,2022-03-01 18:00:00,7.0,01-03-2022,D&B by HDR musicmarch,"Tiensestraat 53, Leuven",50.87734785000001,4.704891955112226,20:00:00,9,Party_Student,3.0,HDR,51.0,0.4636850730359103,2022-03-02 02:00:00,81.11052631578947,1.6158947368421053,0.0,Tuesday,0,0,49.0,343.0,2
61,61,2022-03-02 02:20:00,65.08316666666667,62.41608333333333,66.81068333333334,79.69525,2022-03-01 18:20:00,7.333333333333332,01-03-2022,D&B by HDR musicmarch,"Tiensestraat 53, Leuven",50.87734785000001,4.704891955112226,20:00:00,9,Party_Student,3.0,HDR,51.0,0.4636850730359103,2022-03-02 02:20:00,81.47894736842105,1.666263157894737,0.0005263157894736,Tuesday,0,0,53.77777777777776,394.37037037037015,2
62,62,2022-03-02 02:40:00,64.67949999999999,61.97,67.04240833333333,79.91208333333333,2022-03-01 18:40:00,7.666666666666668,01-03-2022,D&B by HDR musicmarch,"Tiensestraat 53, Leuven",50.87734785000001,4.704891955112226,20:00:00,9,Party_Student,3.0,HDR,51.0,0.4636850730359103,2022-03-02 02:40:00,82.03684210526316,1.667421052631579,0.0,Tuesday,0,0,58.77777777777779,450.62962962962985,2
63,63,2022-03-02 03:00:00,63.20008333333334,60.366416666666666,66.0585,78.93384166666667,2022-03-01 19:00:00,8.0,01-03-2022,D&B by HDR musicmarch,"Tiensestraat 53, Leuven",50.87734785000001,4.704891955112226,20:00:00,9,Party_Student,3.0,HDR,51.0,0.4636850730359103,2022-03-02 03:00:00,83.07936507936508,1.5857142857142856,0.0,Tuesday,0,0,64.0,512.0,2
64,64,2022-03-02 03:20:00,65.34949999999999,61.895833333333336,66.90786666666666,80.327925,2022-03-01 19:20:00,8.333333333333332,01-03-2022,D&B by HDR musicmarch,"Tiensestraat 53, Leuven",50.87734785000001,4.704891955112226,20:00:00,9,Party_Student,3.0,HDR,51.0,0.4636850730359103,2022-03-02 03:20:00,83.73157894736842,1.4440526315789477,0.0013157894736842,Tuesday,0,0,69.44444444444443,578.7037037037035,2
