,Unnamed: 0,result_timestamp,lamax,laeq,lceq,lcpeak,night_scale,night_hour,Date,Event_name,Address,Event_type,Weight_Event_Type,Organizer,Respondents,Distance,DATEUTC,LC_HUMIDITY,LC_DWPTEMP,LC_WINDSPEED,weekday,Holiday,downseason,night_hour_sq,night_hour_cu,Weight_respondent,Event_Score_x,Total_Event_Score
20,20,2022-03-30 22:20:00,46.07541666666667,44.587,54.50685833333333,66.27494166666666,2022-03-30 14:20:00,3.333333333333334,30-03-2022,Spring cantus,"Tiensestraat 51, Leuven",Cantus,4.0,Politica,316.0,0.4541039407690632,2022-03-30 22:20:00,84.21808510638297,5.342287234042553,0.0138829787234042,Wednesday,0,0,11.111111111111114,37.03703703703706,3,26.425668052289947,32.73665827431444
22,22,2022-03-30 22:40:00,45.690333333333335,44.1685,54.277625,66.00414166666667,2022-03-30 14:40:00,3.666666666666666,30-03-2022,Spring cantus,"Tiensestraat 51, Leuven",Cantus,4.0,Politica,316.0,0.4541039407690632,2022-03-30 22:40:00,84.48404255319149,5.347659574468085,0.0256914893617021,Wednesday,0,0,13.44444444444444,49.29629629629627,3,26.425668052289947,32.73665827431444
24,24,2022-03-30 23:00:00,46.13316666666667,44.46308333333333,54.45296666666666,66.380275,2022-03-30 15:00:00,4.0,30-03-2022,Spring cantus,"Tiensestraat 51, Leuven",Cantus,4.0,Politica,316.0,0.4541039407690632,2022-03-30 23:00:00,84.46486486486486,5.201243243243243,0.0179459459459459,Wednesday,0,0,16.0,64.0,3,26.425668052289947,32.73665827431444
26,26,2022-03-30 23:20:00,46.700833333333335,44.96208333333333,54.807525,66.80371666666667,2022-03-30 15:20:00,4.333333333333334,30-03-2022,Spring cantus,"Tiensestraat 51, Leuven",Cantus,4.0,Politica,316.0,0.4541039407690632,2022-03-30 23:20:00,84.16756756756757,4.97427027027027,0.0149189189189189,Wednesday,0,0,18.777777777777782,81.37037037037041,3,26.425668052289947,32.73665827431444
28,28,2022-03-30 23:40:00,45.994,44.37475,54.201708333333336,66.20375,2022-03-30 15:40:00,4.666666666666666,30-03-2022,Spring cantus,"Tiensestraat 51, Leuven",Cantus,4.0,Politica,316.0,0.4541039407690632,2022-03-30 23:40:00,84.88709677419355,4.884623655913979,0.0125806451612903,Wednesday,0,0,21.77777777777777,101.62962962962959,3,26.425668052289947,32.73665827431444
30,30,2022-03-31 00:00:00,46.19973707274321,44.54031551270815,54.30493426818581,66.23549517966696,2022-03-30 16:00:00,5.0,30-03-2022,Spring cantus,"Tiensestraat 51, Leuven",Cantus,4.0,Politica,316.0,0.4541039407690632,2022-03-31 00:00:00,86.08602150537635,4.940483870967742,0.0195698924731182,Wednesday,0,0,25.0,125.0,3,26.425668052289947,32.73665827431444
32,32,2022-03-31 00:20:00,48.11175,46.56516666666666,55.591825,67.5598,2022-03-30 16:20:00,5.333333333333332,30-03-2022,Spring cantus,"Tiensestraat 51, Leuven",Cantus,4.0,Politica,316.0,0.4541039407690632,2022-03-31 00:20:00,87.25405405405405,5.019621621621622,0.0048108108108108,Wednesday,0,0,28.444444444444432,151.7037037037036,3,26.425668052289947,32.73665827431444
34,34,2022-03-31 00:40:00,49.0135,47.41716666666667,55.489491666666666,67.54435833333334,2022-03-30 16:40:00,5.666666666666668,30-03-2022,Spring cantus,"Tiensestraat 51, Leuven",Cantus,4.0,Politica,316.0,0.4541039407690632,2022-03-31 00:40:00,87.7258064516129,4.90241935483871,0.0008602150537634,Wednesday,0,0,32.11111111111112,181.96296296296308,3,26.425668052289947,32.73665827431444
36,36,2022-03-31 01:00:00,48.806916666666666,47.16525,55.03191666666667,67.18369166666666,2022-03-30 17:00:00,6.0,30-03-2022,Spring cantus,"Tiensestraat 51, Leuven",Cantus,4.0,Politica,316.0,0.4541039407690632,2022-03-31 01:00:00,87.97297297297297,4.744162162162162,0.0026486486486486,Wednesday,0,0,36.0,216.0,3,26.425668052289947,32.73665827431444
38,38,2022-03-31 01:20:00,50.52058333333333,48.946583333333336,55.977425,68.080475,2022-03-30 17:20:00,6.333333333333332,30-03-2022,Spring cantus,"Tiensestraat 51, Leuven",Cantus,4.0,Politica,316.0,0.4541039407690632,2022-03-31 01:20:00,87.41711229946524,4.583155080213904,0.0055614973262032,Wednesday,0,0,40.11111111111109,254.0370370370369,3,26.425668052289947,32.73665827431444
40,40,2022-03-31 01:40:00,49.407916666666665,47.860083333333336,55.24480833333334,67.41225,2022-03-30 17:40:00,6.666666666666668,30-03-2022,Spring cantus,"Tiensestraat 51, Leuven",Cantus,4.0,Politica,316.0,0.4541039407690632,2022-03-31 01:40:00,86.64893617021276,4.464095744680851,0.0063829787234042,Wednesday,0,0,44.44444444444446,296.2962962962965,3,26.425668052289947,32.73665827431444
42,42,2022-03-31 02:00:00,48.91108333333334,47.45733333333334,55.30231666666666,67.2106,2022-03-30 18:00:00,7.0,30-03-2022,Spring cantus,"Tiensestraat 51, Leuven",Cantus,4.0,Politica,316.0,0.4541039407690632,2022-03-31 02:00:00,85.94680851063829,4.287287234042553,0.0076595744680851,Wednesday,0,0,49.0,343.0,3,26.425668052289947,32.73665827431444
