,result_timestamp,lamax,laeq,lceq,lcpeak,night_scale,night_hour,Date,Event_name,Event_type,Weight_Event_Type,Organizer,Respondents,Distance,DATEUTC,LC_HUMIDITY,LC_DWPTEMP,LC_WINDSPEED
4305,2022-11-16 19:40:00,60.59441666666667,58.86666666666667,67.81935,79.40934166666668,2022-11-16 11:40:00,0.6666666666666661,16-11-2022,HARQUITECTES,Other,1.0,Stuk,100,0.1995909965796704,2022-11-16 19:40:00,91.64903846153848,8.900913461538462,0.4967307692307692
4306,2022-11-16 19:40:00,60.59441666666667,58.86666666666667,67.81935,79.40934166666668,2022-11-16 11:40:00,0.6666666666666661,16-11-2022,drum and bass,Party_Student,3.0,HDR,78,0.5347593052977366,2022-11-16 19:40:00,91.64903846153848,8.900913461538462,0.4967307692307692
4307,2022-11-16 19:40:00,60.59441666666667,58.86666666666667,67.81935,79.40934166666668,2022-11-16 11:40:00,0.6666666666666661,16-11-2022,1 EURO TD | One for all and all for one | De Kelten,Party,2.0,Rumba,688,21.43585505937476,2022-11-16 19:40:00,91.64903846153848,8.900913461538462,0.4967307692307692
4308,2022-11-16 20:00:00,60.952,59.05233333333334,66.74003333333333,78.95504166666667,2022-11-16 12:00:00,1.0,16-11-2022,Qatar: Football or Money?,Other,1.0,Ekonomika,392,0.3187442603246533,2022-11-16 20:00:00,92.99043062200955,9.208947368421052,0.4307655502392344
4309,2022-11-16 20:00:00,60.952,59.05233333333334,66.74003333333333,78.95504166666667,2022-11-16 12:00:00,1.0,16-11-2022,international podluck,Other,1.0,Politica,38,0.3653661286454326,2022-11-16 20:00:00,92.99043062200955,9.208947368421052,0.4307655502392344
4310,2022-11-16 20:00:00,60.952,59.05233333333334,66.74003333333333,78.95504166666667,2022-11-16 12:00:00,1.0,16-11-2022,iftf auditions,Other,1.0,Politica,17,0.3653661286454326,2022-11-16 20:00:00,92.99043062200955,9.208947368421052,0.4307655502392344
4311,2022-11-16 20:00:00,60.952,59.05233333333334,66.74003333333333,78.95504166666667,2022-11-16 12:00:00,1.0,16-11-2022,HARQUITECTES,Other,1.0,Stuk,100,0.1995909965796704,2022-11-16 20:00:00,92.99043062200955,9.208947368421052,0.4307655502392344
4312,2022-11-16 20:00:00,60.952,59.05233333333334,66.74003333333333,78.95504166666667,2022-11-16 12:00:00,1.0,16-11-2022,drum and bass,Party_Student,3.0,HDR,78,0.5347593052977366,2022-11-16 20:00:00,92.99043062200955,9.208947368421052,0.4307655502392344
4313,2022-11-16 20:00:00,60.952,59.05233333333334,66.74003333333333,78.95504166666667,2022-11-16 12:00:00,1.0,16-11-2022,1 EURO TD | One for all and all for one | De Kelten,Party,2.0,Rumba,688,21.43585505937476,2022-11-16 20:00:00,92.99043062200955,9.208947368421052,0.4307655502392344
4314,2022-11-16 20:20:00,60.22125,58.063833333333335,66.07575,78.425125,2022-11-16 12:20:00,1.333333333333334,16-11-2022,Qatar: Football or Money?,Other,1.0,Ekonomika,392,0.3187442603246533,2022-11-16 20:20:00,94.05238095238096,9.363571428571428,0.4634285714285714
4315,2022-11-16 20:20:00,60.22125,58.063833333333335,66.07575,78.425125,2022-11-16 12:20:00,1.333333333333334,16-11-2022,international podluck,Other,1.0,Politica,38,0.3653661286454326,2022-11-16 20:20:00,94.05238095238096,9.363571428571428,0.4634285714285714
4316,2022-11-16 20:20:00,60.22125,58.063833333333335,66.07575,78.425125,2022-11-16 12:20:00,1.333333333333334,16-11-2022,iftf auditions,Other,1.0,Politica,17,0.3653661286454326,2022-11-16 20:20:00,94.05238095238096,9.363571428571428,0.4634285714285714
4317,2022-11-16 20:20:00,60.22125,58.063833333333335,66.07575,78.425125,2022-11-16 12:20:00,1.333333333333334,16-11-2022,HARQUITECTES,Other,1.0,Stuk,100,0.1995909965796704,2022-11-16 20:20:00,94.05238095238096,9.363571428571428,0.4634285714285714
4318,2022-11-16 20:20:00,60.22125,58.063833333333335,66.07575,78.425125,2022-11-16 12:20:00,1.333333333333334,16-11-2022,drum and bass,Party_Student,3.0,HDR,78,0.5347593052977366,2022-11-16 20:20:00,94.05238095238096,9.363571428571428,0.4634285714285714
4319,2022-11-16 20:20:00,60.22125,58.063833333333335,66.07575,78.425125,2022-11-16 12:20:00,1.333333333333334,16-11-2022,1 EURO TD | One for all and all for one | De Kelten,Party,2.0,Rumba,688,21.43585505937476,2022-11-16 20:20:00,94.05238095238096,9.363571428571428,0.4634285714285714
4320,2022-11-16 20:40:00,58.89041666666667,57.15508333333334,65.09714166666667,77.19216666666667,2022-11-16 12:40:00,1.666666666666666,16-11-2022,Qatar: Football or Money?,Other,1.0,Ekonomika,392,0.3187442603246533,2022-11-16 20:40:00,94.80094786729858,9.46085308056872,0.6006635071090047
4321,2022-11-16 20:40:00,58.89041666666667,57.15508333333334,65.09714166666667,77.19216666666667,2022-11-16 12:40:00,1.666666666666666,16-11-2022,international podluck,Other,1.0,Politica,38,0.3653661286454326,2022-11-16 20:40:00,94.80094786729858,9.46085308056872,0.6006635071090047
4322,2022-11-16 20:40:00,58.89041666666667,57.15508333333334,65.09714166666667,77.19216666666667,2022-11-16 12:40:00,1.666666666666666,16-11-2022,iftf auditions,Other,1.0,Politica,17,0.3653661286454326,2022-11-16 20:40:00,94.80094786729858,9.46085308056872,0.6006635071090047
4323,2022-11-16 20:40:00,58.89041666666667,57.15508333333334,65.09714166666667,77.19216666666667,2022-11-16 12:40:00,1.666666666666666,16-11-2022,HARQUITECTES,Other,1.0,Stuk,100,0.1995909965796704,2022-11-16 20:40:00,94.80094786729858,9.46085308056872,0.6006635071090047
4324,2022-11-16 20:40:00,58.89041666666667,57.15508333333334,65.09714166666667,77.19216666666667,2022-11-16 12:40:00,1.666666666666666,16-11-2022,drum and bass,Party_Student,3.0,HDR,78,0.5347593052977366,2022-11-16 20:40:00,94.80094786729858,9.46085308056872,0.6006635071090047
4325,2022-11-16 20:40:00,58.89041666666667,57.15508333333334,65.09714166666667,77.19216666666667,2022-11-16 12:40:00,1.666666666666666,16-11-2022,1 EURO TD | One for all and all for one | De Kelten,Party,2.0,Rumba,688,21.43585505937476,2022-11-16 20:40:00,94.80094786729858,9.46085308056872,0.6006635071090047
4326,2022-11-16 21:00:00,60.05275,58.32508333333334,65.31259166666666,77.677025,2022-11-16 13:00:00,2.0,16-11-2022,Qatar: Football or Money?,Other,1.0,Ekonomika,392,0.3187442603246533,2022-11-16 21:00:00,95.2822966507177,9.531483253588515,0.7018181818181819
