,Event_name,Address,Date,Time,Duration,Event_type,Organizer,Going,Interested,Respondents,Weight_Event_Type,Weight_Respondent_type,Long,Lat,Dist_filosofia,Dist_xior,Dist_calvariekapel,Dist_hears,Dist_81,Dist_maxim,Dist_taste,Dist_vrijthof
0,Onthaalweekend 2022,"Dekenstraat 2, Leuven",13-09-2022,00:00:00,24,Other,Ekonomika,45,89,134,1,,4.7076960506010215,50.8743851,0.8416749708294701,0.8129032027249351,0.8516607340816549,0.807554872399926,0.8412839216649969,0.8327500781334497,0.8439953378584818,0.8978572502774299
1,Onthaalweekend 2022,"Dekenstraat 2, Leuven",14-09-2022,00:00:00,24,Other,Ekonomika,45,89,134,1,,4.7076960506010215,50.8743851,0.8416749708294701,0.8129032027249351,0.8516607340816549,0.807554872399926,0.8412839216649969,0.8327500781334497,0.8439953378584818,0.8978572502774299
2,Onthaalweekend 2022,"Dekenstraat 2, Leuven",15-09-2022,00:00:00,14,Other,Ekonomika,45,89,134,1,,4.7076960506010215,50.8743851,0.8416749708294701,0.8129032027249351,0.8516607340816549,0.807554872399926,0.8412839216649969,0.8327500781334497,0.8439953378584818,0.8978572502774299
3,wapens neer voor en pintje meer,"Tiensestraat 53, Leuven",10-11-2022,00:00:00,1.5,Party_Student,HDR,na,na,112,3,,4.704891955112226,50.87734785000001,0.6370420565608357,0.4663660218329136,0.6222516230621401,0.5347593052977366,0.6560472883610544,0.4636850730359103,0.5448509041984653,0.4753612182016076
4,i want to beer free TD,"Tiensestraat 53, Leuven",26-04-2022,00:00:00,5,Party_Student,HDR,34,58,92,3,,4.704891955112226,50.87734785000001,0.6370420565608357,0.4663660218329136,0.6222516230621401,0.5347593052977366,0.6560472883610544,0.4636850730359103,0.5448509041984653,0.4753612182016076
5,1 Jaar heropening,"Zeelstraat 1, Leuven",09-05-2022,00:00:00,24,Party,t Archief,48,53,101,2,,4.7002216,50.8782126,0.44769922692564273,0.17601477908375626,0.4036147990005209,0.3124662914998865,0.4839612708786557,0.12739736462223022,0.2636250238768044,0.08025709997275406
6,1 Jaar heropening,"Zeelstraat 1, Leuven",10-05-2022,00:00:00,24,Party,t Archief,48,53,101,2,,4.7002216,50.8782126,0.44769922692564273,0.17601477908375626,0.4036147990005209,0.3124662914998865,0.4839612708786557,0.12739736462223022,0.2636250238768044,0.08025709997275406
7,1 Jaar heropening,"Zeelstraat 1, Leuven",11-05-2022,00:00:00,24,Party,t Archief,48,53,101,2,,4.7002216,50.8782126,0.44769922692564273,0.17601477908375626,0.4036147990005209,0.3124662914998865,0.4839612708786557,0.12739736462223022,0.2636250238768044,0.08025709997275406
8,1 Jaar heropening,"Zeelstraat 1, Leuven",12-05-2022,00:00:00,6,Party,t Archief,48,53,101,2,,4.7002216,50.8782126,0.44769922692564273,0.17601477908375626,0.4036147990005209,0.3124662914998865,0.4839612708786557,0.12739736462223022,0.2636250238768044,0.08025709997275406
9,Room 808: Hip-Hop/ Rap,"Tiensestraat 51, Leuven",11-11-2022,01:00:00,4,Party_Student,Recup,23,92,115,3,,4.7047442,50.877233,0.6163866560592236,0.44838962919144315,0.6017611067337603,0.5146973733796716,0.6353365447077602,0.44697835134184216,0.525431376447171,0.46399533495748074
10,Kerstmis,"Monseigneur Ladeuzeplein 21, 3000 Leuven",07-12-2023,12:00:00,12,Other,City of Leuven,na,na,na,1,,4.7073196316871515,50.87799745,0.9049898269256494,0.7432892895048914,0.8940522136836953,0.8106047566626003,0.9206838018276495,0.7374652567556383,0.8225784640366814,0.7248878627199943
11,Kerstmis,"Monseigneur Ladeuzeplein 21, 3000 Leuven",08-12-2023,13:00:00,12,Other,City of Leuven,na,na,na,1,,4.7073196316871515,50.87799745,0.9049898269256494,0.7432892895048914,0.8940522136836953,0.8106047566626003,0.9206838018276495,0.7374652567556383,0.8225784640366814,0.7248878627199943
12,Kerstmis,"Monseigneur Ladeuzeplein 21, 3000 Leuven",09-12-2023,14:00:00,12,Other,City of Leuven,na,na,na,1,,4.7073196316871515,50.87799745,0.9049898269256494,0.7432892895048914,0.8940522136836953,0.8106047566626003,0.9206838018276495,0.7374652567556383,0.8225784640366814,0.7248878627199943
13,Kermis,"Monseigneur Ladeuzeplein 21, 3000 Leuven",02-09-2023,15:00:00,9,Kermis,City of Leuven,na,na,na,5,,4.7073196316871515,50.87799745,0.9049898269256494,0.7432892895048914,0.8940522136836953,0.8106047566626003,0.9206838018276495,0.7374652567556383,0.8225784640366814,0.7248878627199943
14,Kerstmis,"Monseigneur Ladeuzeplein 21, 3000 Leuven",20-12-2023,15:00:00,12,Other,City of Leuven,na,na,na,1,,4.7073196316871515,50.87799745,0.9049898269256494,0.7432892895048914,0.8940522136836953,0.8106047566626003,0.9206838018276495,0.7374652567556383,0.8225784640366814,0.7248878627199943
15,‘t ARCHIEF PRESENTS: END OF SUMMER - HAWAIIAN PARTY,"Zeelstraat 1, Leuven",03-09-2022,16:00:00,12,Party,t Archief,30,115,145,2,,4.7002216,50.8782126,0.44769922692564273,0.17601477908375626,0.4036147990005209,0.3124662914998865,0.4839612708786557,0.12739736462223022,0.2636250238768044,0.08025709997275406
16,Kermis,"Monseigneur Ladeuzeplein 21, 3000 Leuven",03-09-2023,16:00:00,9,Kermis,City of Leuven,na,na,na,5,,4.7073196316871515,50.87799745,0.9049898269256494,0.7432892895048914,0.8940522136836953,0.8106047566626003,0.9206838018276495,0.7374652567556383,0.8225784640366814,0.7248878627199943
17,Kerstmis,"Monseigneur Ladeuzeplein 21, 3000 Leuven",11-12-2023,16:00:00,12,Other,City of Leuven,na,na,na,1,,4.7073196316871515,50.87799745,0.9049898269256494,0.7432892895048914,0.8940522136836953,0.8106047566626003,0.9206838018276495,0.7374652567556383,0.8225784640366814,0.7248878627199943
18,Kermis,"Monseigneur Ladeuzeplein 21, 3000 Leuven",04-09-2023,17:00:00,9,Kermis,City of Leuven,na,na,na,5,,4.7073196316871515,50.87799745,0.9049898269256494,0.7432892895048914,0.8940522136836953,0.8106047566626003,0.9206838018276495,0.7374652567556383,0.8225784640366814,0.7248878627199943
19,Kerstmis,"Monseigneur Ladeuzeplein 21, 3000 Leuven",12-12-2023,17:00:00,12,Other,City of Leuven,na,na,na,1,,4.7073196316871515,50.87799745,0.9049898269256494,0.7432892895048914,0.8940522136836953,0.8106047566626003,0.9206838018276495,0.7374652567556383,0.8225784640366814,0.7248878627199943
20,Go Global Fair,"Naamsestraat 22, 3000 Leuven",24-10-2022,17:00:00,3,Other,Ekonomika,72,123,195,1,,4.700390920338765,50.8779204,0.4163886351177759,0.13954778347241095,0.3729837816722987,0.27900270480859163,0.45246662689621553,0.09018876160439143,0.23212158280100895,0.09287145350212925
21,3de Plaats Cantus,"Steengroevenlaan 3, Leuven",18-10-2022,17:30:00,na,Cantus,Ekonomika,238,514,752,4,,4.685170081380257,50.8676953,1.7996477299436673,1.9894673893626047,1.808855432932405,1.8954816154399743,1.7874295891938816,2.0137186037013555,1.89200622426712,2.1128977337787016
22,Eerstejaarsdeal: BBQ+Cantus,"Dekenstraat 2, Leuven",28-09-2022,18:00:00,4,Cantus,Ekonomika,13,8,21,4,,4.7076960506010215,50.8743851,0.8416749708294701,0.8129032027249351,0.8516607340816549,0.807554872399926,0.8412839216649969,0.8327500781334497,0.8439953378584818,0.8978572502774299
23,Beiaardcantus,"Monseigneur Ladeuzeplein, Leuven",05-11-2022,18:00:00,4,Cantus,LOKO,1400,1900,3300,4,,4.7065554,50.8779855,0.8305750773547065,0.6602758477378958,0.8176815621689058,0.731679869567304,0.8478068188768091,0.6535135510033911,0.7417191351641415,0.6410119245681183
24,Kermis,"Monseigneur Ladeuzeplein 21, 3000 Leuven",05-09-2023,18:00:00,9,Kermis,City of Leuven,na,na,na,5,,4.7073196316871515,50.87799745,0.9049898269256494,0.7432892895048914,0.8940522136836953,0.8106047566626003,0.9206838018276495,0.7374652567556383,0.8225784640366814,0.7248878627199943
25,Kerstmis,"Monseigneur Ladeuzeplein 21, 3000 Leuven",13-12-2023,18:00:00,12,Other,City of Leuven,na,na,na,1,,4.7073196316871515,50.87799745,0.9049898269256494,0.7432892895048914,0.8940522136836953,0.8106047566626003,0.9206838018276495,0.7374652567556383,0.8225784640366814,0.7248878627199943
26,Massaloopsessie,"Naamsestraat 34, Leuven",12-10-2022,18:00:00,na,Other,Ekonomika,68,72,140,1,,4.700330354804046,50.87725655,0.34243670110458585,0.07488931591579394,0.29905945228665654,0.2057719425269472,0.3785301539920673,0.042293069044074885,0.15816525531552686,0.1633020078412536
27,Allianz â€“ Career Dinner,"Kardinaal Mercierplein 1, Leuven",23-03-2022,18:00:00,na,Other,Ekonomika,na,na,110,1,,4.7066264,50.8761724,0.7561295415132732,0.6554063903208691,0.7540439157860345,0.6865513023182398,0.765505359950536,0.6643296306620917,0.7111834266543211,0.7008629207551753
28,Start 2 Study,"Dekenstraat 2, Leuven",10-10-2022,18:00:00,2.5,Other,Ekonomika,19,35,54,1,,4.7076960506010215,50.8743851,0.8416749708294701,0.8129032027249351,0.8516607340816549,0.807554872399926,0.8412839216649969,0.8327500781334497,0.8439953378584818,0.8978572502774299
29,Sector Talks,na,07-12-2022,18:00:00,,Other,Ekonomika,14,32,46,1,,17.3231107,-23.2335499,8175.422806250636,8175.671343254791,8175.468410548591,8175.541287097595,8175.3873666271775,8175.721130522008,8175.595256504171,8175.875840388557
30,Open Visiedag I,"Dekenstraat 2, Leuven",22-11-2022,18:00:00,na,Other,Ekonomika,12,24,36,1,,4.7076960506010215,50.8743851,0.8416749708294701,0.8129032027249351,0.8516607340816549,0.807554872399926,0.8412839216649969,0.8327500781334497,0.8439953378584818,0.8978572502774299
31,Torchlight Walk,"Tervuursevest 101, Leuven",10-02-2022,18:00:00,3.75,Other,LOKO,59,44,103,1,,4.6889247,50.86831205,1.395543801573989,1.603115204157835,1.4081834275284497,1.4994370408387223,1.3809027245510372,1.6315608279363527,1.500881657585316,1.743567537763494
32,international podluck,"Parkstraat 45, Leuven",16-11-2022,18:00:00,4,Other,Politica,8,30,38,1,,4.703300124821025,50.873714750000005,0.3589807116597879,0.4374786579511174,0.37772188935789525,0.3653661286454326,0.35342159156592184,0.4789520878901206,0.41550163243015775,0.6138002243336536
33,Mexican Night,"Tiensestraat 51, Leuven",16-02-2022,18:00:00,6,Other,Recup,15,154,169,1,,4.7047442,50.877233,0.6163866560592236,0.44838962919144315,0.6017611067337603,0.5146973733796716,0.6353365447077602,0.44697835134184216,0.525431376447171,0.46399533495748074
34,I become them,"Naamsestraat 96, Leuven",17-11-2022,18:00:00,,Other,Stuk,na,na,782,1,,4.6996379,50.8738081,0.06458022930346331,0.34333147736964437,0.09455837528957932,0.19959099657967036,0.05211027725818985,0.39105476011277074,0.23359367478781728,0.5525977172804482
35,Glowachrome Garden,"Naamsestraat 96, Leuven",17-11-2022,18:00:00,,Other,Stuk,na,na,782,1,,4.6996379,50.8738081,0.06458022930346331,0.34333147736964437,0.09455837528957932,0.19959099657967036,0.05211027725818985,0.39105476011277074,0.23359367478781728,0.5525977172804482
36,"Echo’s Bones/Were Turned to Stone, 2020","Naamsestraat 96, Leuven",17-11-2022,18:00:00,,Other,Stuk,na,na,782,1,,4.6996379,50.8738081,0.06458022930346331,0.34333147736964437,0.09455837528957932,0.19959099657967036,0.05211027725818985,0.39105476011277074,0.23359367478781728,0.5525977172804482
37,Let your body do all the talking #1,"Naamsestraat 96, Leuven",17-11-2022,18:00:00,,Other,Stuk,na,na,782,1,,4.6996379,50.8738081,0.06458022930346331,0.34333147736964437,0.09455837528957932,0.19959099657967036,0.05211027725818985,0.39105476011277074,0.23359367478781728,0.5525977172804482
38,Forme(s) de vie,"Naamsestraat 96, Leuven",17-11-2022,18:00:00,,Other,Stuk,na,na,782,1,,4.6996379,50.8738081,0.06458022930346331,0.34333147736964437,0.09455837528957932,0.19959099657967036,0.05211027725818985,0.39105476011277074,0.23359367478781728,0.5525977172804482
39,"The Hand, the Eye and It, 2013","Naamsestraat 96, Leuven",17-11-2022,18:00:00,,Other,Stuk,na,na,782,1,,4.6996379,50.8738081,0.06458022930346331,0.34333147736964437,0.09455837528957932,0.19959099657967036,0.05211027725818985,0.39105476011277074,0.23359367478781728,0.5525977172804482
40,"Each Moment Presents What Happens, 2021","Naamsestraat 96, Leuven",17-11-2022,18:00:00,,Other,Stuk,na,na,782,1,,4.6996379,50.8738081,0.06458022930346331,0.34333147736964437,0.09455837528957932,0.19959099657967036,0.05211027725818985,0.39105476011277074,0.23359367478781728,0.5525977172804482
41,Playground 2022,"Naamsestraat 96, Leuven",17-11-2022,18:00:00,,Other,Stuk,na,na,782,1,,4.6996379,50.8738081,0.06458022930346331,0.34333147736964437,0.09455837528957932,0.19959099657967036,0.05211027725818985,0.39105476011277074,0.23359367478781728,0.5525977172804482
42,Playground 2022,"Naamsestraat 96, Leuven",18-11-2022,18:00:00,,Other,Stuk,na,na,782,1,,4.6996379,50.8738081,0.06458022930346331,0.34333147736964437,0.09455837528957932,0.19959099657967036,0.05211027725818985,0.39105476011277074,0.23359367478781728,0.5525977172804482
43,Playground 2022,"Naamsestraat 96, Leuven",19-11-2022,18:00:00,,Other,Stuk,na,na,782,1,,4.6996379,50.8738081,0.06458022930346331,0.34333147736964437,0.09455837528957932,0.19959099657967036,0.05211027725818985,0.39105476011277074,0.23359367478781728,0.5525977172804482
44,Playground 2022,"Naamsestraat 96, Leuven",20-11-2022,18:00:00,,Other,Stuk,na,na,782,1,,4.6996379,50.8738081,0.06458022930346331,0.34333147736964437,0.09455837528957932,0.19959099657967036,0.05211027725818985,0.39105476011277074,0.23359367478781728,0.5525977172804482
45,Mariachi 17,"Naamsestraat 96, Leuven",17-11-2022,18:00:00,,Other,Stuk,na,na,782,1,,4.6996379,50.8738081,0.06458022930346331,0.34333147736964437,0.09455837528957932,0.19959099657967036,0.05211027725818985,0.39105476011277074,0.23359367478781728,0.5525977172804482
46,Beleuvenissen I - Het Groot Verlof,Leuven,08-07-2022,18:00:00,5,Party,City of Leuven,968,6900,7868,2,,4.7011675,50.879202,0.5698793094081626,0.2811085565851016,0.5287111809099445,0.42816551054756263,0.6050390727840878,0.2313156411230503,0.3882946618231431,0.0733909913513528
47,Warmste Weeko,"Dekenstraat 2, Leuven",08-12-2022,18:00:00,,Party_Student,Ekonomika,25,79,104,3,,4.7076960506010215,50.8743851,0.8416749708294701,0.8129032027249351,0.8516607340816549,0.807554872399926,0.8412839216649969,0.8327500781334497,0.8439953378584818,0.8978572502774299
48,Peter & Meter: Pizza Party & Revue,"Dekenstraat 2, Leuven",16-03-2022,18:00:00,5,Party_Student,Ekonomika,12,14,26,3,,4.7076960506010215,50.8743851,0.8416749708294701,0.8129032027249351,0.8516607340816549,0.807554872399926,0.8412839216649969,0.8327500781334497,0.8439953378584818,0.8978572502774299
49,Openingsavond 3.7,"Tiensestraat 51, Leuven",17-02-2022,18:00:00,na,Party_Student,Recup,69,572,641,3,,4.7047442,50.877233,0.6163866560592236,0.44838962919144315,0.6017611067337603,0.5146973733796716,0.6353365447077602,0.44697835134184216,0.525431376447171,0.46399533495748074
50,Wijvenschijven Fak,"Tiensestraat 51, Leuven",03-03-2022,18:00:00,11,Party_Student,Recup,17,305,322,3,,4.7047442,50.877233,0.6163866560592236,0.44838962919144315,0.6017611067337603,0.5146973733796716,0.6353365447077602,0.44697835134184216,0.525431376447171,0.46399533495748074
51,Mannenavond,"Tiensestraat 51, Leuven",18-04-2022,18:00:00,11,Party_Student,Recup,36,195,231,3,,4.7047442,50.877233,0.6163866560592236,0.44838962919144315,0.6017611067337603,0.5146973733796716,0.6353365447077602,0.44697835134184216,0.525431376447171,0.46399533495748074
52,Wijvenschijven Fak,"Tiensestraat 51, Leuven",24-11-2022,18:00:00,11,Party_Student,Recup,10,134,144,3,,4.7047442,50.877233,0.6163866560592236,0.44838962919144315,0.6017611067337603,0.5146973733796716,0.6353365447077602,0.44697835134184216,0.525431376447171,0.46399533495748074
53,TGV -Fak,"Tiensestraat 51, Leuven",24-02-2022,18:00:00,11,Party_Student,Recup,9,119,128,3,,4.7047442,50.877233,0.6163866560592236,0.44838962919144315,0.6017611067337603,0.5146973733796716,0.6353365447077602,0.44697835134184216,0.525431376447171,0.46399533495748074
54,Recupweek openingsavond,"Tiensestraat 51, Leuven",27-02-2022,18:00:00,na,Party_Student,Recup,13,110,123,3,,4.7047442,50.877233,0.6163866560592236,0.44838962919144315,0.6017611067337603,0.5146973733796716,0.6353365447077602,0.44697835134184216,0.525431376447171,0.46399533495748074
55,Battle of the beers,"Tiensestraat 51, Leuven",01-03-2022,18:00:00,11,Party_Student,Recup,7,69,76,3,,4.7047442,50.877233,0.6163866560592236,0.44838962919144315,0.6017611067337603,0.5146973733796716,0.6353365447077602,0.44697835134184216,0.525431376447171,0.46399533495748074
56,Ladies Night,"Tiensestraat 51, Leuven",12-12-2022,18:00:00,11,Party_Student,Recup,5,63,68,3,,4.7047442,50.877233,0.6163866560592236,0.44838962919144315,0.6017611067337603,0.5146973733796716,0.6353365447077602,0.44697835134184216,0.525431376447171,0.46399533495748074
57,Recupzuip,"Tiensestraat 51, Leuven",22-11-2022,18:00:00,11,Party_Student,Recup,13,52,65,3,,4.7047442,50.877233,0.6163866560592236,0.44838962919144315,0.6017611067337603,0.5146973733796716,0.6353365447077602,0.44697835134184216,0.525431376447171,0.46399533495748074
58,Oldies but Goldies,"Tiensestraat 51, Leuven",02-03-2022,18:00:00,11,Party_Student,Recup,0,59,59,3,,4.7047442,50.877233,0.6163866560592236,0.44838962919144315,0.6017611067337603,0.5146973733796716,0.6353365447077602,0.44697835134184216,0.525431376447171,0.46399533495748074
59,French Kiss-Fak,"Tiensestraat 51, Leuven",19-04-2022,18:00:00,11,Party_Student,Recup,15,36,51,3,,4.7047442,50.877233,0.6163866560592236,0.44838962919144315,0.6017611067337603,0.5146973733796716,0.6353365447077602,0.44697835134184216,0.525431376447171,0.46399533495748074
60,Corona Birthday Party,"Tiensestraat 51, Leuven",24-03-2022,18:00:00,11,Party_Student,Recup,2,42,44,3,,4.7047442,50.877233,0.6163866560592236,0.44838962919144315,0.6017611067337603,0.5146973733796716,0.6353365447077602,0.44697835134184216,0.525431376447171,0.46399533495748074
61,Flower-Powerfak,"Tiensestraat 51, Leuven",28-02-2022,18:00:00,11,Party_Student,Recup,3,35,38,3,,4.7047442,50.877233,0.6163866560592236,0.44838962919144315,0.6017611067337603,0.5146973733796716,0.6353365447077602,0.44697835134184216,0.525431376447171,0.46399533495748074
62,Kabouterfak,"Tiensestraat 51, Leuven",28-03-2022,18:00:00,11,Party_Student,Recup,7,27,34,3,,4.7047442,50.877233,0.6163866560592236,0.44838962919144315,0.6017611067337603,0.5146973733796716,0.6353365447077602,0.44697835134184216,0.525431376447171,0.46399533495748074
63,Flappy Your Way to the Top,"Tiensestraat 51, Leuven",04-12-2022,18:00:00,6,Party_Student,Recup,2,30,32,3,,4.7047442,50.877233,0.6163866560592236,0.44838962919144315,0.6017611067337603,0.5146973733796716,0.6353365447077602,0.44697835134184216,0.525431376447171,0.46399533495748074
64,Run for gold,"Tiensestraat 51, Leuven",24-10-2022,18:00:00,11,Party_Student,Recup,9,18,27,3,,4.7047442,50.877233,0.6163866560592236,0.44838962919144315,0.6017611067337603,0.5146973733796716,0.6353365447077602,0.44697835134184216,0.525431376447171,0.46399533495748074
65,Absinterklaas,"Tiensestraat 51, Leuven",05-12-2022,18:00:00,11,Party_Student,Recup,6,19,25,3,,4.7047442,50.877233,0.6163866560592236,0.44838962919144315,0.6017611067337603,0.5146973733796716,0.6353365447077602,0.44697835134184216,0.525431376447171,0.46399533495748074
66,Mexican Night,"Tiensestraat 51, Leuven",11-10-2022,18:00:00,na,Party_Student,Recup,7,15,22,3,,4.7047442,50.877233,0.6163866560592236,0.44838962919144315,0.6017611067337603,0.5146973733796716,0.6353365447077602,0.44697835134184216,0.525431376447171,0.46399533495748074
67,Rad van Fortuin,"Tiensestraat 51, Leuven",28-11-2022,18:00:00,11,Party_Student,Recup,2,16,18,3,,4.7047442,50.877233,0.6163866560592236,0.44838962919144315,0.6017611067337603,0.5146973733796716,0.6353365447077602,0.44697835134184216,0.525431376447171,0.46399533495748074
68,Halloweenfak,"Tiensestraat 51, Leuven",01-11-2022,18:00:00,11,Party_Student,Recup,3,8,11,3,,4.7047442,50.877233,0.6163866560592236,0.44838962919144315,0.6017611067337603,0.5146973733796716,0.6353365447077602,0.44697835134184216,0.525431376447171,0.46399533495748074
69,Exploring Private Equity ,"Kardinaal Mercierplein 1, Leuven",30-11-2022,18:30:00,na,Other,Ekonomika,na,na,110,1,,4.7066264,50.8761724,0.7561295415132732,0.6554063903208691,0.7540439157860345,0.6865513023182398,0.765505359950536,0.6643296306620917,0.7111834266543211,0.7008629207551753
70,Audit Companion Dinner ,"Kardinaal Mercierplein 1, 3000 Leuven",15-11-2022,18:30:00,4,Other,Ekonomika,na,na,110,1,,4.7066264,50.8761724,0.7561295415132732,0.6554063903208691,0.7540439157860345,0.6865513023182398,0.765505359950536,0.6643296306620917,0.7111834266543211,0.7008629207551753
71,Career Week  Prepare your Career,"Andreas Vesaliusstraat 11, Leuven",10-10-2022,18:30:00,4.5,Other,Ekonomika,27,48,75,1,,4.708461687535939,50.875260350000005,0.9337624317180667,0.8705911461019454,0.9390712588976478,0.8843747229594328,0.9369876261153822,0.8837596320656563,0.9153908188618617,0.9273412803993348
72,Career Week Pitch your Case,"Andreas Vesaliusstraat 11, Leuven",11-10-2022,18:30:00,4.5,Other,Ekonomika,12,15,27,1,,4.708461687535939,50.875260350000005,0.9337624317180667,0.8705911461019454,0.9390712588976478,0.8843747229594328,0.9369876261153822,0.8837596320656563,0.9153908188618617,0.9273412803993348
73,Career Week Start your Application,"Naamsestraat 69, Leuven",12-10-2022,18:30:00,4.5,Other,Ekonomika,10,17,27,1,,4.7004053,50.8745215,0.05171090440307257,0.2450406778803097,0.04564754726078174,0.09844498838261426,0.08126876867648727,0.29559288290248775,0.14759027988817003,0.46041123841732046
74,Time is doing.,"Naamsestraat 96, Leuven",17-11-2022,18:30:00,,Other,Stuk,na,na,782,1,,4.6996379,50.8738081,0.06458022930346331,0.34333147736964437,0.09455837528957932,0.19959099657967036,0.05211027725818985,0.39105476011277074,0.23359367478781728,0.5525977172804482
75,proffentab,"Tiensestraat 53, Leuven",19-04-2022,18:30:00,3,Party_Student,Crimen,0,166,166,3,,4.704891955112226,50.87734785000001,0.6370420565608357,0.4663660218329136,0.6222516230621401,0.5347593052977366,0.6560472883610544,0.4636850730359103,0.5448509041984653,0.4753612182016076
76,WK Voetbal ,"Parkstraat 45, Leuven",23-11-2022,18:30:00,4.5,Party_Student,Ekonomika,164,448,612,3,,4.703300124821025,50.873714750000005,0.3589807116597879,0.4374786579511174,0.37772188935789525,0.3653661286454326,0.35342159156592184,0.4789520878901206,0.41550163243015775,0.6138002243336536
77,Slotfeest Stura en LOKO,"Hogeschoolplein, Leuven",01-07-2022,18:30:00,na,Party_Student,LOKO,47,77,124,3,,4.701859542194551,50.877475849999996,0.41490228249190175,0.1518069750291129,0.3814896950082769,0.2765121678909717,0.44632134562713605,0.13237781851676023,0.2580642958187372,0.1756306755754541
78,Disco cantus,"Tiensestraat 55, Leuven",07-03-2022,18:45:00,na,Cantus,Politica,21,117,138,4,,4.7048394,50.8771911,0.6227016335982526,0.4582617069219253,0.6087420006670484,0.5226125400965483,0.6411660454293497,0.4574561617435246,0.5341732403747057,0.47547635638188424
79,Britney cantus,"Tiensestraat 55, Leuven",08-03-2022,18:45:00,na,Cantus,Politica,15,98,113,4,,4.7048394,50.8771911,0.6227016335982526,0.4582617069219253,0.6087420006670484,0.5226125400965483,0.6411660454293497,0.4574561617435246,0.5341732403747057,0.47547635638188424
80,Piratencantus,"Kolonel Begaultlaan 5, Leuven",28-11-2022,19:00:00,4,Cantus,Ekonomika,32,123,155,4,,4.7063613,50.889709,1.8573772420902162,1.5714564996033906,1.8199277532880835,1.7155050401948895,1.8903447269695528,1.5254958479884821,1.682994537385737,1.3722987480777058
81,Pré-ski cantus,"Tervuursevest 60, Leuven",30-11-2022,19:00:00,4,Cantus,Ekonomika,18,85,103,4,,4.695533737093726,50.86990845,0.69147143885408,0.9478250619820079,0.7158277226441322,0.8182679248543764,0.6687257415557817,0.9877504211462331,0.8362369235686931,1.1313917689006587
82,Chouffe & Bitterballencantus,"Tervuursevest 60, Leuven",29-11-2022,19:00:00,4,Cantus,Ekonomika,24,62,86,4,,4.695533737093726,50.86990845,0.69147143885408,0.9478250619820079,0.7158277226441322,0.8182679248543764,0.6687257415557817,0.9877504211462331,0.8362369235686931,1.1313917689006587
83,Eerstebachelor cantus K3,"Tiensestraat 55, Leuven",22-03-2022,19:00:00,na,Cantus,Politica,19,57,76,4,,4.7048394,50.8771911,0.6227016335982526,0.4582617069219253,0.6087420006670484,0.5226125400965483,0.6411660454293497,0.4574561617435246,0.5341732403747057,0.47547635638188424
84,initiatiecantus,"Tiensestraat 55, Leuven",01-12-2022,19:00:00,na,Cantus,Politica,1,17,18,4,,4.7048394,50.8771911,0.6227016335982526,0.4582617069219253,0.6087420006670484,0.5226125400965483,0.6411660454293497,0.4574561617435246,0.5341732403747057,0.47547635638188424
85,Career Kick-Off,"Andreas Vesaliusstraat 13, Leuven",03-10-2022,19:00:00,na,Other,Ekonomika,76,188,264,1,,4.70793104833482,50.87485475,0.8705811632550091,0.8230583352863352,0.8778912585186331,0.8278152084134932,0.8723120177758541,0.8395628171996656,0.861391813373514,0.8943387063605687
86,Career Starter II â€“ Kick off your career!,"Tiensestraat 41, Leuven",16-02-2022,19:00:00,na,Other,Ekonomika,35,90,125,1,,4.705445930151283,50.877767500000004,0.7138398568124297,0.5352642164398598,0.6985810835377011,0.6098458368502042,0.7329814271190449,0.5287041592721792,0.6179898631740268,0.5233354544252734
87,Career Dinner RSM Belgium,"Sluisstraat 79, Leuven",14-12-2022,19:00:00,na,Other,Ekonomika,na,na,110,1,,4.6998204,50.8871553,1.4399284025774683,1.1634913355878842,1.395157926930249,1.3054219914825689,1.4763077537870135,1.1122185602841006,1.2565055022638103,0.9494930535425631
88,Peter- en meteravond,"Dekenstraat 2, Leuven",13-10-2022,19:00:00,na,Other,Ekonomika,37,48,85,1,,4.7076960506010215,50.8743851,0.8416749708294701,0.8129032027249351,0.8516607340816549,0.807554872399926,0.8412839216649969,0.8327500781334497,0.8439953378584818,0.8978572502774299
89,Infoavond Skireis,"Dekenstraat 2, Leuven",04-10-2022,19:00:00,na,Other,Ekonomika,20,58,78,1,,4.7076960506010215,50.8743851,0.8416749708294701,0.8129032027249351,0.8516607340816549,0.807554872399926,0.8412839216649969,0.8327500781334497,0.8439953378584818,0.8978572502774299
90,Ondernemerscafe,"Edward van Evenstraat 4, Leuven",14-11-2022,19:00:00,3,Other,Ekonomika,26,32,58,1,,4.7041050723758175,50.8737905,0.44636170101594735,0.49448800746079763,0.462686422657607,0.44060518318306224,0.44215847089967375,0.5311134719103383,0.48747407957889044,0.6517693667096168
91,Open Visiedag 2,"Dekenstraat 2, Leuven",09-03-2022,19:00:00,na,Other,Ekonomika,12,24,36,1,,4.7076960506010215,50.8743851,0.8416749708294701,0.8129032027249351,0.8516607340816549,0.807554872399926,0.8412839216649969,0.8327500781334497,0.8439953378584818,0.8978572502774299
92,jongvoorzitterdebat,"Parkstraat 49, Leuven",24-11-2022,19:00:00,2,Other,Politica,52,102,154,1,,4.703981412808641,50.87305885,0.4481886068404352,0.5418529760308406,0.47189035294549264,0.46799034698745656,0.43737566661612254,0.5826028860389943,0.5190981544133555,0.7135532761191483
